genome,domain,phylum,class,order,family,genus,species,source,assembly,accession,description,substrate,country,origin,assign,database,completeness,contamination
GCF_031981525.1_ASM3198152v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia nimipressuralis,NCBI,RefSeq,GCF_031981525.1,NA,NA,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,99.4,0.41
GCF_034508895.1_ASM3450889v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas geniculata,NCBI,RefSeq,GCF_034508895.1,Asian citrus psyllid,fruit,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_900100975.1_IMG-taxon_2654588194_annotated_assembly_genomic,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus,Methylophilus rhizosphaerae,NCBI,RefSeq,GCF_900100975.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.03
GCF_900102335.1_IMG-taxon_2671180043_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas seleniipraecipitans,NCBI,RefSeq,GCF_900102335.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.92,0.54
GCF_900103345.1_IMG-taxon_2636416017_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas azotoformans,NCBI,RefSeq,GCF_900103345.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.93,0.66
GCF_900104365.1_IMG-taxon_2639762715_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas extremorientalis,NCBI,RefSeq,GCF_900104365.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.93,0.41
GCF_900105485.1_IMG-taxon_2667527397_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas granadensis,NCBI,RefSeq,GCF_900105485.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.93,0.14
GCF_900105555.1_IMG-taxon_2675903003_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas coleopterorum,NCBI,RefSeq,GCF_900105555.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.38,0.35
GCF_900105955.1_IMG-taxon_2639763197_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas proteolytica,NCBI,RefSeq,GCF_900105955.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.32,1.93
GCF_900107885.1_IMG-taxon_2597490349_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Lonsdalea,Lonsdalea quercina,NCBI,RefSeq,GCF_900107885.1,type strain of Lonsdalea quercina,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.33,0.33
GCF_900111735.1_IMG-taxon_2671180035_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas graminis,NCBI,RefSeq,GCF_900111735.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.68,0.14
GCF_900112405.1_IMG-taxon_2603880187_annotated_assembly_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Fructobacillus,Fructobacillus durionis,NCBI,RefSeq,GCF_900112405.1,Type material of Fructobacillus durionis,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.04,1.05
GCF_900116935.1_Chromosome_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus acidipiscis,NCBI,RefSeq,GCF_900116935.1,Kopanisti cheese,dairy,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.48,1.83
GCF_900184295.1_Chr_1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas viridiflava,NCBI,RefSeq,GCF_900184295.1,diseased cherry tree,NA,France,France,prokaryote,MiFoDB_beta_v3_prok,99.68,0.32
GCF_900187015.1_50465_F01_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia ficaria,NCBI,RefSeq,GCF_900187015.1,fig,fruit,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.86,0.18
GCF_900187165.1_52121_G02_genomic,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cochlearium,NCBI,RefSeq,GCF_900187165.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.62,0.87
GCF_900215245.1_IMG-taxon_2617270901_annotated_assembly_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,NCBI,RefSeq,GCF_900215245.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.86,0.52
GCF_900240275.1_PRJEB20106_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus timonensis,NCBI,RefSeq,GCF_900240275.1,Human gut,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.54
GCF_900258455.1_LFU-MFPC41A28-assembly-v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus fuchuensis,NCBI,RefSeq,GCF_900258455.1,Vacuum-packaged beef,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,98.91,0
GCF_900289205.1_Le_suionicum_CECT_8484_Spades_Prokka_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc suionicum,NCBI,RefSeq,GCF_900289205.1,chicha,vegetable,Spain,Argentina,prokaryote,MiFoDB_beta_v3_prok,100,0.53
GCF_900411375.1_PRJEB20856_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus raoultii,NCBI,RefSeq,GCF_900411375.1,vaginal sample,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.25,0.16
GCF_900453865.1_50279_H02_genomic,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratus,NCBI,RefSeq,GCF_900453865.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.65,1.23
GCF_900474605.1_41594_C01_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,NCBI,RefSeq,GCF_900474605.1,chicken,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.17,0.66
GCF_900475405.1_44087_C01_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,NCBI,RefSeq,GCF_900475405.1,cerebrospinal fluid,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0.11
GCF_900492555.1_CECT9104_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus zeae,NCBI,RefSeq,GCF_900492555.1,Corn steep liquor,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.46,0.91
GCF_900497695.1_PWADCCOS864_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas wadenswilerensis,NCBI,RefSeq,GCF_900497695.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,1.03
GCF_900560965.1_PPRCHA0_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,NCBI,RefSeq,GCF_900560965.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.38,1.04
GCF_900618535.1_TH39_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas bubulae,NCBI,RefSeq,GCF_900618535.1,meat,meat,Germany,Germany,prokaryote,MiFoDB_beta_v3_prok,100,0.18
GCF_900636675.1_43781_F01_genomic,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter spanius,NCBI,RefSeq,GCF_900636675.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.53,0.47
GCF_900638135.1_56433_G01_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia quinivorans,NCBI,RefSeq,GCF_900638135.1,NA,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_902164725.1_25426_7_251_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,NCBI,RefSeq,GCF_902164725.1,human fecal sample,NA,United Kingdom,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,95.92,0.51
GCF_902363055.1_MGYG-HGUT-00084_genomic,Bacteria,Bacillota,Clostridia,Eubacteriales,NA,Gemmiger,Gemmiger formicilis,NCBI,RefSeq,GCF_902363055.1,human gut,NA,United Kingdom,United Kingdom,prokaryote,MiFoDB_beta_v3_prok,97.28,0
GCF_902374465.1_MGYG-HGUT-01384_genomic,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia pickettii,NCBI,RefSeq,GCF_902374465.1,human gut microflora,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,99.94,0
GCF_902375605.1_MGYG-HGUT-01501_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus andreraoultii,NCBI,RefSeq,GCF_902375605.1,human gut,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,96.68,2.32
GCF_902386985.1_UHGG_MGYG-HGUT-02423_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea septica,NCBI,RefSeq,GCF_902386985.1,human gut microbiome,NA,United States of America,United States of America,prokaryote,MiFoDB_beta_v3_prok,99.99,0.23
GCF_902387845.1_UHGG_MGYG-HGUT-02512_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Morganella,Morganella morganii,NCBI,RefSeq,GCF_902387845.1,human-associated habitat,NA,NA,NA,prokaryote,MiFoDB_beta_v3_prok,100,0
GCF_903994065.1_CIP111751_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus coquinae,NCBI,RefSeq,GCF_903994065.1,NA,NA,France,"Paris, France",prokaryote,MiFoDB_beta_v3_prok,98.28,0.77
GCF_904845885.1_ASM90484588v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter aquimaris,NCBI,RefSeq,GCF_904845885.1,sea water,NA,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,0.32
GCF_904846075.1_ASM90484607v1_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter glacincola,NCBI,RefSeq,GCF_904846075.1,skate gills,NA,Antarctic,Antarctic,prokaryote,MiFoDB_beta_v3_prok,99.86,0.32
GCF_905331265.2_AI2999v1_cpp_genomic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,NCBI,RefSeq,GCF_905331265.2,homo sapiens,NA,Spain,Spain,prokaryote,MiFoDB_beta_v3_prok,100,0.11
GCF_918814575.1_ASM91881457v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella fabaria,NCBI,RefSeq,GCF_918814575.1,"Cocoa bean fermentation, Ghana",seed,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,99.18,0.41
GCF_918814755.1_ASM91881475v1_genomic,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Periweissella,Periweissella ghanensis,NCBI,RefSeq,GCF_918814755.1,"Cocoa bean fermentation, Ghana",seed,Ghana,Ghana,prokaryote,MiFoDB_beta_v3_prok,98.91,0.68
GCF_949790605.1_SF2022_genome_genomic,Bacteria,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,NCBI,RefSeq,GCF_949790605.1,smoked salmon,NA,France,France,prokaryote,MiFoDB_beta_v3_prok,99.45,3.64
GCF_963311185.1_AASFL403_genomic,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus nuruki,NCBI,RefSeq,GCF_963311185.1,Astragalus aitosensis,NA,Bulgaria,Bulgaria,prokaryote,MiFoDB_beta_v3_prok,99.45,0.01
Imad_A-2.bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Kothe et al. 2022,MAG,NA,ambriss,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,89.43,2.18
Imad_L-18.bin.9,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus kefiri,Kothe et al. 2022,MAG,NA,labneh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,99.38,0
Imad_S-7-b.bin.11,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,Aeromonas caviae,Kothe et al. 2022,MAG,NA,serdaleh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,84.59,1.16
Imad_S-8.bin.11,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parauberis,Kothe et al. 2022,MAG,NA,serdaleh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,88.82,1.57
Imad_S-8.bin.4,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis,Mycoplasmopsis agalactiae,Kothe et al. 2022,MAG,NA,serdaleh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,80.89,0.07
L1.2_bin.2,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus pasteuri,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.17,0.46
MacoriG_2019__CS_16__bin.2,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus equorum,Pasolli et al. 2020,MAG,NA,"cheese, blue cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,99.44,0.14
MacoriG_2019__CS_2__bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp.,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,86.83,0.69
MacoriG_2019__CS_40__bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Idiomarina,Idiomarina sp.,Pasolli et al. 2020,MAG,NA,"cheese, stretched-curd cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.99,0.51
MacoriG_2019__CS_9__bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Pasolli et al. 2020,MAG,NA,"cheese, cheddar",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.75,0.21
MacoriG_2019__CS_R2__bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter celer,Pasolli et al. 2020,MAG,NA,"cheese, hard cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,95.84,0.69
MacoriG_2019__CS_R28__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp.,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,92.57,0.43
MacoriG_2019__CS_R28__bin.2,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium sp004745485,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,97.5,2.52
MacoriG_2019__CS_R30__bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp. 1,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,92.32,2.46
MacoriG_2019__CS_R32__bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter namhaensis,Pasolli et al. 2020,MAG,NA,"cheese, smoked cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.51,0.27
MacoriG_2019__CS_R33__bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio hibernica,Pasolli et al. 2020,MAG,NA,"cheese, brie",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,94.56,0.32
MacoriG_2019__CS_R36__bin.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia paralvei,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.09,1.09
MacoriG_2019__CS_R4__bin.5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Advenella,Advenella sp003533245,Pasolli et al. 2020,MAG,NA,"cheese, hard cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,86.71,0.98
MacoriG_2019__CS_R4__bin.6,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium casei,Pasolli et al. 2020,MAG,NA,"cheese, hard cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,97.03,0.44
MacoriG_2019__CS_R4__bin.7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus sp.,Pasolli et al. 2020,MAG,NA,"cheese, hard cheese",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,99.28,0
MacoriG_2019__CS_R42__bin.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio toranzoniae,Pasolli et al. 2020,MAG,NA,"cheese, mild",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,99.57,0.74
MacoriG_2019__CS_R44__bin.13,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. 1,Pasolli et al. 2020,MAG,NA,"cheese, tomme",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,94.68,0.58
MacoriG_2019__CS_R46__bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp014861395,Pasolli et al. 2020,MAG,NA,"cheese, brie",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.8,0.54
MacoriG_2019__CS_R46__bin.3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,Marinomonas sp000017285,Pasolli et al. 2020,MAG,NA,"cheese, brie",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,100,1.66
MacoriG_2019__CS_R46__bin.9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp900163645,Pasolli et al. 2020,MAG,NA,"cheese, brie",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,100,0.86
MacoriG_2019__CS_R7__bin.2,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp002332255,Pasolli et al. 2020,MAG,NA,"cheese, cheddar",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,98.87,0.48
MacoriG_2019__CS_R7__bin.6,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium sp. 2,Pasolli et al. 2020,MAG,NA,"cheese, cheddar",dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,93.25,1.19
MAG_S8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiranofaciens,Kothe et al. 2022,MAG,NA,serdaleh,dairy,Lebanon,Lebanon,prokaryote,MiFoDB_beta_v3_prok,99.03,0
MilaniC_2019__SRR7587240__bin.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia kristinae,Pasolli et al. 2020,MAG,NA,parmesan cheese,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,90.51,1.1
MilaniC_2019__SRR7587240__bin.10,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum,Pasolli et al. 2020,MAG,NA,parmesan cheese,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,94.81,1
MilaniC_2019__SRR7587240__bin.19,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Pseudoclavibacter_A,Pseudoclavibacter_A sp008831235,Pasolli et al. 2020,MAG,NA,parmesan cheese,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,92.77,4.05
MilaniC_2019__SRR7587240__bin.8,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium mongoliense,Pasolli et al. 2020,MAG,NA,parmesan cheese,dairy,Italy,Italy,prokaryote,MiFoDB_beta_v3_prok,90.98,3.44
MS_bin.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.44,0.13
Nixt_bin.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Kothe et al. 2023a,MAG,NA,nixtamalized yellow pea miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.08,0.7
Nixt_bin.2,Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,Exiguobacterium,Exiguobacterium sp902362975,Kothe et al. 2023a,MAG,NA,nixtamalized yellow pea miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,99.34,0
NP2.2_bin.7,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus simulans,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,97.24,1.24
NP3.2_bin.5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,Kothe et al. 2023b,MAG,NA,novel miso,legumes,Denmark,"Copenhagen, Denmark",prokaryote,MiFoDB_beta_v3_prok,97.53,0.93
ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus,Whon et al. 2021,complete,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.46,0
ODFM-BA-A-0009-005_Bacillus_velezensis_YJ11-1-4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus velezensis,Whon et al. 2021,complete,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.73,0.12
ODFM-BA-A-0014-003_Alishewanella_jeotgali_KCTC_22429,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,Alishewanella jeotgali,Whon et al. 2021,draft,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,100,0.17
ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus sakei,Whon et al. 2021,complete,NA,kimchi,vegetable,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.46,0
ODFM-BA-A-0030-002_Natrinema_sp._CBA1119,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp002572525,Whon et al. 2021,draft,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.35,0.6
ODFM-BA-A-0033-002_Haladaptatus_cibarius_D43,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius,Whon et al. 2021,NA,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.57,0.28
ODFM-BA-A-0034-002_Haloterrigena_jeotgali_A29,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans,Whon et al. 2021,NA,NA,fermented seafoods,seafood,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,99.57,0
ODFM-BA-A-0035-005_Halobellus_rufus_CBA1103,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halobellus,Halobellus rufus,Whon et al. 2021,NA,NA,solar salt,salt,NA,Unknown,prokaryote,MiFoDB_beta_v3_prok,95.63,0.62
ODFM-BA-A-0036-005_Halolamina_rubra_CBA1107,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,Halolamina rubra,Whon et al. 2021,NA,NA,solar salt,salt,NA,Unknown,prokaryote,MiFoDB_beta_v3_prok,96.07,1.16
ODFM-BA-A-0037-006_Halorubrum_halophilum_B8,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum halophilum,Whon et al. 2021,NA,NA,solar salt,salt,South Korea,South Korea,prokaryote,MiFoDB_beta_v3_prok,98.04,0.38
